driver_id,driver_age,driver_rating,vehicle_condition,vehicle_type
MUMRES05DEL03 ,33,4.7,0,motorcycle 
DEHRES01DEL02 ,NaN ,NaN ,0,motorcycle 
LUDHRES20DEL03 ,28,4.9,0,motorcycle 
HYDRES010DEL03 ,37,4.8,0,motorcycle 
PUNERES15DEL02 ,25,4.2,0,motorcycle 
ALHRES18DEL03 ,26,4.8,2,scooter 
PUNERES04DEL02 ,24,4.7,1,scooter 
BANGRES04DEL02 ,23,4.1,0,motorcycle 
MUMRES16DEL01 ,23,4.6,1,motorcycle 
HYDRES18DEL02 ,33,4.9,1,scooter 
JAPRES09DEL01 ,36,4.7,1,motorcycle 
SURRES16DEL03 ,30,4.6,2,scooter 
SURRES13DEL01 ,32,5,0,motorcycle 
LUDHRES17DEL01 ,23,4.7,2,scooter 
COIMBRES20DEL01 ,34,4.9,1,scooter 
HYDRES15DEL02 ,29,4.9,0,motorcycle 
HYDRES010DEL03 ,26,4.7,1,motorcycle 
MYSRES05DEL02 ,25,4,2,electric_scooter 
PUNERES05DEL03 ,34,4.5,2,motorcycle 
BHPRES010DEL01 ,32,4.8,1,motorcycle 
ALHRES20DEL03 ,NaN ,NaN ,2,electric_scooter 
PUNERES05DEL03 ,38,4.8,2,motorcycle 
KNPRES18DEL02 ,38,4.8,2,motorcycle 
RANCHIRES11DEL03 ,20,4.6,0,motorcycle 
RANCHIRES03DEL02 ,36,3.7,2,scooter 
PUNERES09DEL02 ,36,4.3,0,motorcycle 
RANCHIRES02DEL03 ,30,4.2,1,scooter 
PUNERES09DEL03 ,34,4.3,0,motorcycle 
JAPRES06DEL02 ,35,4.3,0,motorcycle 
AGRRES04DEL01 ,22,4.9,1,motorcycle 
INDORES02DEL01 ,22,4.9,0,motorcycle 
KOCRES06DEL02 ,28,4.8,2,electric_scooter 
INDORES06DEL03 ,39,4.2,0,motorcycle 
KOLRES03DEL03 ,NaN ,NaN ,2,motorcycle 
MYSRES20DEL03 ,35,4.8,1,scooter 
JAPRES07DEL02 ,37,4.6,0,motorcycle 
AGRRES04DEL03 ,26,4.9,2,electric_scooter 
JAPRES17DEL01 ,25,4.9,1,scooter 
ALHRES01DEL01 ,32,4.9,1,scooter 
INDORES15DEL01 ,38,4.7,2,motorcycle 
RANCHIRES17DEL01 ,36,4.4,2,electric_scooter 
COIMBRES11DEL01 ,21,4.6,0,motorcycle 
COIMBRES07DEL02 ,39,3.8,1,scooter 
BANGRES17DEL01 ,39,4.7,1,motorcycle 
HYDRES03DEL01 ,34,4.5,2,electric_scooter 
BANGRES14DEL03 ,31,4.2,0,motorcycle 
KOCRES08DEL03 ,29,4.9,2,motorcycle 
HYDRES02DEL03 ,NaN ,NaN ,2,electric_scooter 
CHENRES06DEL03 ,29,4.9,1,scooter 
RANCHIRES010DEL01 ,28,4.6,0,motorcycle 
AURGRES01DEL01 ,39,4.2,1,scooter 
RANCHIRES05DEL01 ,NaN ,NaN ,2,scooter 
BANGRES09DEL03 ,22,4.8,1,scooter 
VADRES12DEL02 ,29,4.4,0,motorcycle 
RANCHIRES03DEL01 ,38,4,0,motorcycle 
MUMRES11DEL02 ,37,4.9,1,scooter 
BANGRES20DEL02 ,38,4.8,1,motorcycle 
HYDRES15DEL03 ,37,4.1,2,electric_scooter 
PUNERES14DEL03 ,21,4.7,1,motorcycle 
JAPRES09DEL02 ,28,4.9,1,scooter 
HYDRES16DEL03 ,37,4.3,0,motorcycle 
VADRES02DEL02 ,27,5,0,motorcycle 
COIMBRES20DEL02 ,36,4.1,0,motorcycle 
COIMBRES04DEL01 ,37,4.7,1,motorcycle 
BHPRES17DEL01 ,28,4.9,0,motorcycle 
INDORES09DEL03 ,23,4.8,0,motorcycle 
COIMBRES15DEL02 ,28,4.9,1,scooter 
INDORES12DEL03 ,25,4.5,1,scooter 
KNPRES17DEL03 ,23,4.7,0,motorcycle 
INDORES15DEL01 ,39,4.8,2,motorcycle 
COIMBRES04DEL01 ,35,4.8,1,motorcycle 
BANGRES17DEL01 ,37,4.7,2,scooter 
VADRES11DEL03 ,37,4.7,0,motorcycle 
SURRES13DEL02 ,22,3.8,0,motorcycle 
BANGRES13DEL01 ,NaN ,NaN ,2,electric_scooter 
CHENRES04DEL03 ,27,4.6,2,scooter 
BANGRES09DEL03 ,22,4.1,0,motorcycle 
VADRES19DEL01 ,24,4.7,1,motorcycle 
MYSRES13DEL02 ,33,4.9,0,motorcycle 
BHPRES07DEL02 ,23,4.5,2,motorcycle 
BANGRES03DEL03 ,20,4.7,0,motorcycle 
PUNERES18DEL02 ,36,3.6,2,electric_scooter 
JAPRES16DEL01 ,33,4.6,1,motorcycle 
ALHRES19DEL01 ,23,4,2,scooter 
CHENRES07DEL01 ,38,4.3,0,motorcycle 
INDORES08DEL02 ,39,4.9,2,motorcycle 
GOARES04DEL03 ,29,4.7,1,motorcycle 
MYSRES15DEL03 ,36,4.9,0,motorcycle 
BANGRES010DEL03 ,30,5,2,scooter 
INDORES08DEL01 ,23,4.6,0,motorcycle 
COIMBRES11DEL03 ,39,4.6,0,motorcycle 
ALHRES19DEL03 ,29,4.8,0,motorcycle 
JAPRES18DEL01 ,38,4.7,2,electric_scooter 
AGRRES20DEL01 ,30,4.6,0,motorcycle 
PUNERES02DEL03 ,35,4.8,2,electric_scooter 
BANGRES18DEL03 ,39,4.5,2,electric_scooter 
AGRRES15DEL03 ,27,4.9,0,motorcycle 
CHENRES20DEL03 ,20,5,1,motorcycle 
KOCRES15DEL03 ,NaN ,NaN ,1,motorcycle 
RANCHIRES05DEL02 ,26,4.8,2,motorcycle 
PUNERES04DEL01 ,36,4.6,0,motorcycle 
BANGRES07DEL01 ,26,4.9,2,motorcycle 
MUMRES07DEL02 ,NaN ,NaN ,0,motorcycle 
MUMRES07DEL01 ,29,4.7,2,motorcycle 
AGRRES010DEL02 ,25,5,0,motorcycle 
COIMBRES16DEL02 ,22,5,0,motorcycle 
MYSRES16DEL02 ,38,4.7,1,motorcycle 
ALHRES15DEL03 ,26,4.7,1,scooter 
MUMRES04DEL03 ,23,5,1,scooter 
JAPRES08DEL03 ,25,4.6,1,motorcycle 
JAPRES01DEL02 ,32,4.2,0,motorcycle 
MYSRES13DEL03 ,36,4.7,0,motorcycle 
SURRES01DEL02 ,38,4.5,1,scooter 
KOCRES08DEL03 ,NaN ,NaN ,0,motorcycle 
RANCHIRES09DEL01 ,27,4.7,1,scooter 
MYSRES19DEL02 ,27,4,2,scooter 
CHENRES16DEL02 ,32,4.3,0,motorcycle 
JAPRES15DEL02 ,30,4.6,0,motorcycle 
RANCHIRES06DEL01 ,24,4.5,0,motorcycle 
KOLRES07DEL02 ,27,4.6,0,motorcycle 
INDORES17DEL03 ,37,4.7,1,motorcycle 
HYDRES09DEL03 ,25,4.9,0,motorcycle 
MYSRES19DEL01 ,24,4.8,2,electric_scooter 
SURRES09DEL03 ,37,4.9,1,motorcycle 
COIMBRES02DEL03 ,31,4,0,motorcycle 
INDORES06DEL02 ,34,4.7,2,scooter 
COIMBRES08DEL03 ,28,4.5,1,motorcycle 
JAPRES16DEL02 ,39,4.8,1,motorcycle 
AURGRES16DEL03 ,33,4.6,2,scooter 
VADRES09DEL02 ,29,4.7,1,motorcycle 
VADRES12DEL03 ,20,4.7,0,motorcycle 
KNPRES02DEL01 ,30,4.1,1,motorcycle 
GOARES010DEL02 ,27,4.6,0,motorcycle 
VADRES17DEL01 ,29,5,2,scooter 
VADRES01DEL03 ,33,4.8,1,scooter 
HYDRES01DEL03 ,38,4.7,2,scooter 
KOLRES16DEL03 ,21,4.8,1,scooter 
ALHRES02DEL01 ,33,4.8,2,electric_scooter 
MUMRES16DEL01 ,26,4.6,2,scooter 
BANGRES12DEL03 ,30,4.7,1,scooter 
BANGRES14DEL01 ,39,3.7,2,electric_scooter 
HYDRES19DEL02 ,20,4.9,2,scooter 
AGRRES01DEL03 ,36,3.6,2,scooter 
INDORES08DEL03 ,NaN ,NaN ,2,motorcycle 
RANCHIRES18DEL02 ,30,4.7,0,motorcycle 
VADRES02DEL01 ,22,4.7,2,scooter 
MUMRES07DEL02 ,20,4.6,2,motorcycle 
SURRES03DEL02 ,25,4.6,0,motorcycle 
HYDRES20DEL02 ,27,4.6,2,electric_scooter 
INDORES20DEL02 ,38,4.8,2,scooter 
SURRES04DEL01 ,23,4.9,0,motorcycle 
PUNERES09DEL02 ,32,4.6,1,scooter 
JAPRES06DEL02 ,28,5,2,electric_scooter 
HYDRES06DEL01 ,32,4.6,2,scooter 
SURRES13DEL03 ,22,4.7,0,motorcycle 
RANCHIRES05DEL02 ,36,4.7,1,scooter 
PUNERES07DEL01 ,27,4.9,1,scooter 
LUDHRES05DEL03 ,30,4.9,0,motorcycle 
JAPRES010DEL03 ,32,4.5,0,motorcycle 
KOLRES20DEL01 ,28,4.9,0,motorcycle 
MYSRES18DEL03 ,25,4.7,0,motorcycle 
COIMBRES14DEL02 ,39,4.5,2,scooter 
CHENRES07DEL01 ,34,4.8,2,scooter 
INDORES11DEL03 ,35,5,1,motorcycle 
JAPRES12DEL03 ,33,4.5,0,motorcycle 
RANCHIRES05DEL01 ,32,4.3,2,electric_scooter 
VADRES20DEL02 ,32,4.1,1,scooter 
KOCRES15DEL01 ,24,4.8,1,scooter 
MUMRES06DEL03 ,36,4.8,1,motorcycle 
COIMBRES07DEL01 ,24,4.9,2,motorcycle 
COIMBRES07DEL03 ,26,4.9,1,scooter 
KOLRES05DEL01 ,26,4.9,2,motorcycle 
JAPRES06DEL01 ,26,4.6,1,scooter 
LUDHRES04DEL02 ,34,4.3,2,scooter 
PUNERES18DEL03 ,23,4.6,2,scooter 
BHPRES11DEL02 ,27,4.8,2,scooter 
CHENRES16DEL01 ,21,4.5,1,motorcycle 
GOARES07DEL03 ,35,5,1,scooter 
COIMBRES07DEL02 ,22,5,0,motorcycle 
COIMBRES20DEL03 ,22,4.6,0,motorcycle 
VADRES04DEL02 ,31,4.8,2,scooter 
MUMRES010DEL02 ,20,4.8,1,motorcycle 
INDORES04DEL02 ,31,4.4,0,motorcycle 
PUNERES19DEL03 ,26,4.8,2,scooter 
MUMRES12DEL02 ,20,4.8,1,scooter 
MYSRES01DEL01 ,26,4.4,0,motorcycle 
MUMRES010DEL02 ,21,4,0,motorcycle 
JAPRES03DEL03 ,31,3.6,1,motorcycle 
COIMBRES20DEL01 ,37,4.5,1,motorcycle 
VADRES01DEL02 ,25,5,0,motorcycle 
DEHRES09DEL01 ,32,4.8,0,motorcycle 
INDORES07DEL02 ,39,4,1,scooter 
JAPRES19DEL02 ,25,4.9,2,electric_scooter 
ALHRES05DEL02 ,34,4.6,0,motorcycle 
CHENRES06DEL03 ,29,4.5,0,motorcycle 
VADRES18DEL01 ,24,4.9,2,scooter 
CHENRES12DEL02 ,36,3.6,1,scooter 
LUDHRES05DEL01 ,37,4.4,2,motorcycle 
LUDHRES03DEL01 ,26,4.9,0,motorcycle 
CHENRES04DEL03 ,33,4,1,scooter 
AURGRES01DEL03 ,38,4.6,1,motorcycle 
INDORES13DEL03 ,20,4.7,1,motorcycle 
MUMRES010DEL01 ,36,4,0,motorcycle 
RANCHIRES07DEL03 ,25,4.9,1,motorcycle 
CHENRES15DEL01 ,27,4.8,0,motorcycle 
GOARES03DEL02 ,32,4.6,2,motorcycle 
COIMBRES08DEL02 ,38,4.2,0,motorcycle 
INDORES09DEL01 ,22,4.3,0,motorcycle 
SURRES06DEL01 ,37,4.6,2,electric_scooter 
CHENRES03DEL01 ,20,4.4,2,scooter 
INDORES17DEL02 ,35,5,0,motorcycle 
VADRES04DEL02 ,31,4.6,0,motorcycle 
JAPRES09DEL01 ,37,4,1,motorcycle 
VADRES18DEL02 ,24,4.5,2,scooter 
BANGRES05DEL02 ,38,4.9,1,scooter 
PUNERES16DEL02 ,38,4.7,1,scooter 
VADRES010DEL01 ,24,4.5,2,motorcycle 
MUMRES18DEL01 ,37,4.4,1,scooter 
KOLRES20DEL01 ,35,3.5,2,scooter 
MUMRES13DEL01 ,34,4.6,0,motorcycle 
HYDRES19DEL01 ,31,4.7,1,motorcycle 
AGRRES15DEL02 ,32,4.6,2,electric_scooter 
MUMRES12DEL02 ,NaN ,NaN ,0,motorcycle 
PUNERES16DEL03 ,34,4.2,0,motorcycle 
LUDHRES06DEL02 ,34,4.6,2,scooter 
PUNERES16DEL02 ,30,4.3,0,motorcycle 
CHENRES12DEL02 ,26,4.6,1,motorcycle 
HYDRES06DEL02 ,24,5,1,scooter 
JAPRES05DEL01 ,20,4.9,2,scooter 
MYSRES05DEL01 ,30,4.7,1,motorcycle 
SURRES12DEL03 ,21,5,1,scooter 
AURGRES20DEL02 ,31,4.8,2,motorcycle 
MYSRES16DEL02 ,33,4.7,0,motorcycle 
PUNERES02DEL03 ,37,5,0,motorcycle 
JAPRES010DEL02 ,27,5,0,motorcycle 
MYSRES12DEL01 ,30,3.7,2,scooter 
PUNERES16DEL03 ,20,4.7,2,electric_scooter 
JAPRES16DEL03 ,38,4.9,2,electric_scooter 
CHENRES04DEL02 ,24,5,1,scooter 
COIMBRES13DEL02 ,34,4.7,2,electric_scooter 
MYSRES08DEL02 ,20,4.9,2,motorcycle 
RANCHIRES13DEL01 ,36,5,2,electric_scooter 
VADRES01DEL03 ,23,4.8,1,scooter 
BANGRES20DEL03 ,37,4.8,0,motorcycle 
BANGRES03DEL02 ,25,4.5,1,scooter 
HYDRES03DEL02 ,22,5,1,motorcycle 
BANGRES19DEL01 ,29,4.6,0,motorcycle 
PUNERES02DEL01 ,29,4.6,1,scooter 
JAPRES02DEL01 ,26,4.5,2,electric_scooter 
VADRES03DEL01 ,24,4.7,2,motorcycle 
SURRES05DEL03 ,34,4.9,1,scooter 
MUMRES010DEL01 ,35,4.2,2,electric_scooter 
DEHRES16DEL01 ,29,4.9,1,motorcycle 
MYSRES11DEL02 ,23,4.9,0,motorcycle 
HYDRES11DEL02 ,23,4.3,2,electric_scooter 
HYDRES03DEL02 ,23,4.6,1,motorcycle 
MYSRES18DEL03 ,37,4.6,2,electric_scooter 
PUNERES14DEL01 ,37,4.8,1,motorcycle 
PUNERES16DEL02 ,25,4.5,1,motorcycle 
ALHRES08DEL02 ,28,4.8,2,scooter 
RANCHIRES16DEL03 ,20,4.9,2,motorcycle 
ALHRES14DEL01 ,37,4.8,1,motorcycle 
VADRES17DEL02 ,34,4.5,2,scooter 
CHENRES17DEL01 ,30,4.5,2,electric_scooter 
COIMBRES01DEL01 ,25,4.8,1,motorcycle 
HYDRES06DEL01 ,38,4.8,1,motorcycle 
JAPRES04DEL02 ,30,4.7,2,motorcycle 
PUNERES06DEL02 ,29,4.6,1,motorcycle 
CHENRES09DEL02 ,36,4.8,1,scooter 
MUMRES08DEL01 ,38,5,0,motorcycle 
GOARES06DEL02 ,23,4.6,1,motorcycle 
KOLRES06DEL01 ,38,4.6,1,motorcycle 
VADRES06DEL02 ,24,4,2,scooter 
MYSRES17DEL02 ,NaN ,NaN ,1,motorcycle 
JAPRES06DEL03 ,37,4.6,0,motorcycle 
RANCHIRES13DEL01 ,28,5,0,motorcycle 
INDORES14DEL01 ,36,4.3,2,motorcycle 
INDORES05DEL02 ,28,4.6,2,scooter 
INDORES09DEL02 ,26,4.5,1,motorcycle 
COIMBRES17DEL01 ,37,4.2,0,motorcycle 
BANGRES18DEL03 ,34,4.9,2,scooter 
RANCHIRES04DEL01 ,24,4.5,1,motorcycle 
BANGRES03DEL01 ,38,4.5,2,scooter 
PUNERES18DEL03 ,23,4.7,2,scooter 
BANGRES04DEL03 ,NaN ,NaN ,1,scooter 
SURRES03DEL02 ,25,4.1,0,motorcycle 
KNPRES16DEL03 ,25,5,2,motorcycle 
MUMRES12DEL01 ,32,4.6,1,scooter 
HYDRES07DEL01 ,36,4.7,2,scooter 
MYSRES04DEL02 ,31,5,1,motorcycle 
CHENRES19DEL01 ,30,4.2,1,scooter 
DEHRES010DEL02 ,36,4.4,0,motorcycle 
HYDRES09DEL01 ,27,4.6,0,motorcycle 
CHENRES02DEL01 ,22,4.9,0,motorcycle 
VADRES04DEL02 ,23,4.6,0,motorcycle 
AURGRES05DEL03 ,28,4.9,1,scooter 
KOLRES11DEL02 ,32,4.1,2,motorcycle 
INDORES09DEL03 ,37,4.9,2,motorcycle 
RANCHIRES18DEL03 ,20,4.8,2,scooter 
SURRES07DEL01 ,36,4.6,1,motorcycle 
HYDRES04DEL02 ,37,4.5,0,motorcycle 
INDORES17DEL03 ,24,4.9,0,motorcycle 
PUNERES13DEL02 ,27,4.7,2,motorcycle 
KNPRES20DEL02 ,33,4.8,2,electric_scooter 
RANCHIRES17DEL02 ,31,4.8,1,scooter 
BANGRES08DEL02 ,36,4.6,0,motorcycle 
RANCHIRES12DEL02 ,25,4.7,2,scooter 
CHENRES12DEL02 ,26,4.8,2,motorcycle 
RANCHIRES06DEL03 ,35,4.6,2,motorcycle 
CHENRES19DEL03 ,37,4.9,1,motorcycle 
MUMRES01DEL02 ,24,4.7,2,scooter 
LUDHRES16DEL02 ,36,NaN ,2,electric_scooter 
COIMBRES15DEL01 ,31,3.6,1,scooter 
BANGRES09DEL03 ,25,4.8,0,motorcycle 
AGRRES20DEL01 ,29,4.7,1,motorcycle 
KOLRES11DEL01 ,34,4.7,2,motorcycle 
KNPRES12DEL02 ,24,4.3,1,scooter 
SURRES18DEL02 ,27,4.7,1,motorcycle 
AGRRES04DEL01 ,38,4.5,1,scooter 
SURRES20DEL02 ,29,4.7,0,motorcycle 
MUMRES15DEL02 ,24,4.7,2,motorcycle 
PUNERES13DEL02 ,34,4.8,2,scooter 
SURRES18DEL02 ,21,4.6,1,motorcycle 
VADRES20DEL01 ,32,3.5,2,scooter 
HYDRES15DEL01 ,22,4.6,1,motorcycle 
JAPRES05DEL03 ,22,4.8,1,motorcycle 
RANCHIRES08DEL03 ,23,4.6,2,scooter 
ALHRES01DEL01 ,25,4.5,2,motorcycle 
COIMBRES16DEL03 ,23,4.9,2,electric_scooter 
INDORES02DEL02 ,34,4.7,2,electric_scooter 
PUNERES12DEL02 ,22,4.1,2,scooter 
CHENRES07DEL03 ,NaN ,NaN ,1,motorcycle 
HYDRES12DEL02 ,38,4.4,1,motorcycle 
CHENRES14DEL03 ,31,4.8,0,motorcycle 
INDORES15DEL01 ,29,4.6,2,scooter 
RANCHIRES19DEL03 ,24,4.8,2,scooter 
RANCHIRES11DEL02 ,33,4.3,2,electric_scooter 
MYSRES19DEL02 ,34,4.9,2,scooter 
VADRES17DEL02 ,32,4.8,0,motorcycle 
HYDRES09DEL01 ,24,4.7,2,scooter 
MYSRES01DEL03 ,20,4.8,2,electric_scooter 
LUDHRES16DEL02 ,31,4.8,1,motorcycle 
KOLRES07DEL02 ,39,4,0,motorcycle 
LUDHRES12DEL03 ,29,4.6,2,electric_scooter 
KOCRES13DEL01 ,25,4.9,1,scooter 
CHENRES12DEL01 ,21,4.7,1,scooter 
AGRRES06DEL02 ,28,4.6,2,scooter 
PUNERES17DEL02 ,39,4.9,0,motorcycle 
CHENRES01DEL01 ,20,4.7,1,motorcycle 
HYDRES12DEL03 ,24,4.6,0,motorcycle 
CHENRES03DEL02 ,30,4.3,0,motorcycle 
MUMRES15DEL02 ,31,4.7,0,motorcycle 
AGRRES09DEL02 ,37,5,2,scooter 
VADRES010DEL02 ,37,4.4,2,scooter 
HYDRES14DEL03 ,37,5,0,motorcycle 
HYDRES010DEL02 ,24,4.6,2,electric_scooter 
BANGRES010DEL03 ,36,4.5,2,electric_scooter 
BANGRES11DEL02 ,38,4.2,1,scooter 
CHENRES16DEL02 ,39,5,1,scooter 
INDORES17DEL01 ,24,4.8,2,scooter 
COIMBRES08DEL02 ,29,4.8,0,motorcycle 
HYDRES010DEL01 ,20,4.9,1,motorcycle 
DEHRES010DEL01 ,38,5,0,motorcycle 
PUNERES08DEL02 ,30,5,2,scooter 
LUDHRES08DEL03 ,36,4,1,scooter 
HYDRES19DEL02 ,25,4.9,2,motorcycle 
VADRES02DEL02 ,21,4.9,0,motorcycle 
HYDRES17DEL02 ,27,4.6,0,motorcycle 
JAPRES05DEL01 ,36,4.6,1,motorcycle 
COIMBRES010DEL02 ,36,4.8,1,motorcycle 
HYDRES11DEL01 ,33,4.6,2,scooter 
PUNERES01DEL02 ,25,4.8,2,scooter 
KOCRES13DEL01 ,31,4.8,0,motorcycle 
KOLRES14DEL03 ,34,4.2,0,motorcycle 
SURRES11DEL01 ,25,4.9,0,motorcycle 
SURRES12DEL02 ,28,4.9,0,motorcycle 
KOLRES16DEL02 ,24,4.7,1,motorcycle 
PUNERES16DEL02 ,29,4.5,2,scooter 
PUNERES11DEL02 ,32,4.8,2,motorcycle 
INDORES02DEL02 ,31,4.7,1,scooter 
CHENRES16DEL01 ,31,4.6,0,motorcycle 
BANGRES17DEL01 ,22,4.6,0,motorcycle 
MYSRES08DEL01 ,26,4.2,2,motorcycle 
COIMBRES15DEL02 ,25,4.9,0,motorcycle 
PUNERES11DEL01 ,21,5,0,motorcycle 
SURRES11DEL01 ,30,5,1,scooter 
RANCHIRES20DEL01 ,33,4.8,1,scooter 
MUMRES11DEL03 ,38,3.8,1,motorcycle 
MYSRES05DEL03 ,32,4.1,2,motorcycle 
AURGRES16DEL02 ,27,4.7,2,electric_scooter 
VADRES09DEL02 ,23,4.8,2,scooter 
SURRES02DEL02 ,24,4.9,0,motorcycle 
MUMRES14DEL03 ,27,4.8,0,motorcycle 
BHPRES02DEL01 ,28,4.7,0,motorcycle 
AURGRES07DEL02 ,39,5,1,motorcycle 
CHENRES06DEL02 ,35,4.7,1,scooter 
SURRES07DEL01 ,20,4.9,0,motorcycle 
ALHRES18DEL02 ,36,3.6,1,scooter 
MYSRES13DEL01 ,31,4.7,0,motorcycle 
COIMBRES08DEL01 ,28,4.7,1,motorcycle 
INDORES17DEL03 ,24,4.7,2,motorcycle 
INDORES04DEL02 ,22,4.7,0,motorcycle 
SURRES04DEL03 ,25,4.6,1,motorcycle 
CHENRES08DEL03 ,NaN ,NaN ,3,bicycle 
JAPRES12DEL01 ,22,5,2,electric_scooter 
VADRES19DEL03 ,31,4.9,0,motorcycle 
COIMBRES11DEL01 ,26,4.6,1,scooter 
BANGRES17DEL01 ,35,4.6,0,motorcycle 
MYSRES17DEL03 ,38,4.1,0,motorcycle 
INDORES01DEL01 ,20,4.9,1,motorcycle 
INDORES05DEL02 ,33,4.6,0,motorcycle 
MUMRES07DEL01 ,28,4.9,2,electric_scooter 
PUNERES05DEL01 ,37,4.8,2,motorcycle 
VADRES15DEL02 ,22,4.8,2,scooter 
INDORES010DEL02 ,20,4.8,1,scooter 
MYSRES04DEL03 ,31,4.3,1,motorcycle 
BANGRES09DEL01 ,31,4.5,0,motorcycle 
GOARES20DEL03 ,39,4.8,2,scooter 
RANCHIRES11DEL03 ,26,4.8,0,motorcycle 
KNPRES19DEL03 ,NaN ,NaN ,2,scooter 
PUNERES12DEL01 ,30,4.7,2,motorcycle 
VADRES01DEL03 ,29,4.6,1,scooter 
MUMRES13DEL03 ,38,4.6,0,motorcycle 
CHENRES14DEL02 ,28,4.9,2,electric_scooter 
PUNERES02DEL03 ,27,4.6,1,motorcycle 
MUMRES02DEL01 ,30,4.9,2,scooter 
PUNERES13DEL03 ,22,4.7,2,electric_scooter 
BANGRES06DEL01 ,29,4.6,2,motorcycle 
VADRES12DEL02 ,34,4.6,2,scooter 
RANCHIRES09DEL02 ,22,4.7,2,scooter 
GOARES20DEL01 ,25,5,2,electric_scooter 
JAPRES19DEL02 ,34,3.5,2,electric_scooter 
CHENRES17DEL01 ,28,5,0,motorcycle 
MYSRES20DEL03 ,21,5,1,scooter 
VADRES07DEL03 ,26,5,0,motorcycle 
VADRES11DEL03 ,26,4.7,2,scooter 
VADRES02DEL03 ,27,4.7,2,scooter 
COIMBRES12DEL02 ,30,4.7,0,motorcycle 
AGRRES13DEL02 ,21,4.7,0,motorcycle 
MUMRES06DEL03 ,26,5,2,motorcycle 
INDORES16DEL02 ,32,3.7,1,scooter 
MUMRES17DEL02 ,29,4.6,2,motorcycle 
ALHRES20DEL03 ,28,5,1,motorcycle 
KOLRES14DEL02 ,21,4.6,2,scooter 
BANGRES01DEL01 ,29,4.7,1,motorcycle 
MUMRES14DEL01 ,32,4.8,1,scooter 
HYDRES01DEL03 ,20,4.8,0,motorcycle 
MYSRES08DEL01 ,36,4.5,2,scooter 
PUNERES20DEL01 ,31,4.7,0,motorcycle 
KOLRES15DEL02 ,24,4.9,2,electric_scooter 
PUNERES13DEL01 ,38,4.1,0,motorcycle 
MUMRES13DEL02 ,32,4.6,0,motorcycle 
COIMBRES06DEL02 ,33,4.9,0,motorcycle 
RANCHIRES010DEL01 ,21,5,1,motorcycle 
PUNERES06DEL02 ,28,4.5,1,motorcycle 
SURRES08DEL03 ,30,5,0,motorcycle 
COIMBRES03DEL01 ,37,5,1,motorcycle 
DEHRES08DEL02 ,22,4.7,1,scooter 
MYSRES010DEL02 ,25,4.6,2,electric_scooter 
MYSRES18DEL03 ,36,4.6,2,scooter 
INDORES12DEL01 ,23,4.6,1,scooter 
DEHRES07DEL01 ,29,4.9,0,motorcycle 
RANCHIRES07DEL03 ,37,4.7,1,scooter 
ALHRES18DEL01 ,38,4.9,1,scooter 
KNPRES09DEL03 ,36,4.2,0,motorcycle 
COIMBRES11DEL02 ,28,4.8,1,scooter 
SURRES08DEL03 ,27,5,2,scooter 
PUNERES18DEL03 ,28,5,2,electric_scooter 
SURRES010DEL03 ,36,4.9,0,motorcycle 
KNPRES07DEL03 ,29,4.8,1,scooter 
SURRES010DEL01 ,29,4.7,1,motorcycle 
JAPRES14DEL03 ,20,5,1,scooter 
MUMRES17DEL01 ,NaN ,NaN ,2,electric_scooter 
COIMBRES04DEL03 ,22,4.6,1,motorcycle 
RANCHIRES17DEL02 ,26,4.8,1,scooter 
INDORES010DEL02 ,27,4.8,0,motorcycle 
INDORES19DEL02 ,27,4.6,2,scooter 
JAPRES11DEL03 ,29,4.9,1,scooter 
PUNERES16DEL03 ,27,4.6,0,motorcycle 
RANCHIRES12DEL02 ,21,4.1,0,motorcycle 
JAPRES15DEL01 ,25,4.8,0,motorcycle 
MUMRES03DEL03 ,27,4.6,0,motorcycle 
BANGRES11DEL03 ,27,4.6,1,motorcycle 
AURGRES20DEL03 ,27,4.6,0,motorcycle 
COIMBRES010DEL02 ,33,4.7,2,electric_scooter 
SURRES13DEL01 ,36,4.8,0,motorcycle 
CHENRES17DEL01 ,26,4.9,1,motorcycle 
AURGRES09DEL02 ,24,4.5,2,scooter 
INDORES15DEL03 ,21,4.6,0,motorcycle 
SURRES16DEL02 ,38,4.5,0,motorcycle 
JAPRES010DEL03 ,27,4.5,0,motorcycle 
BHPRES19DEL01 ,30,4.4,1,scooter 
MYSRES01DEL02 ,23,4.9,0,motorcycle 
RANCHIRES13DEL03 ,39,4.8,1,scooter 
COIMBRES11DEL02 ,22,4.7,0,motorcycle 
SURRES16DEL01 ,31,4.7,1,scooter 
VADRES16DEL01 ,33,3.9,1,scooter 
MYSRES11DEL02 ,31,4.2,0,motorcycle 
BANGRES04DEL01 ,34,4.9,1,motorcycle 
BANGRES03DEL02 ,32,4.5,1,scooter 
INDORES03DEL03 ,27,5,1,motorcycle 
BANGRES02DEL02 ,39,3.9,1,motorcycle 
AURGRES08DEL02 ,22,5,0,motorcycle 
BANGRES16DEL02 ,21,4.8,2,scooter 
HYDRES20DEL02 ,38,4.3,0,motorcycle 
KOCRES18DEL01 ,26,5,2,electric_scooter 
KOLRES04DEL01 ,35,4.4,2,scooter 
HYDRES010DEL03 ,21,4.9,2,electric_scooter 
COIMBRES12DEL01 ,29,4.8,2,scooter 
BANGRES15DEL03 ,NaN ,NaN ,0,motorcycle 
